"id","child_age","age","sex","education","race","latino","metropolis","employment","employment_type","partner_in_house","n_of_children","work_hours","day","day_off","elderly_care","childcare","sleep","insomnia","getting_ready","in_house","in_garden","vehicles","time_with_children","school_children","doctor_children","work","hobby_income","courses","shopping","services","departments","free_time","culture","sport","watching_sport","religion","phone","travel","any_children","earnings"
7877,2,34,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"wednesday",FALSE,NA,0,605,0,90,0,0,0,0,0,0,0,0,0,5,0,0,60,135,150,0,0,0,240,1,NA
7878,6,62,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",1,NA,"saturday",FALSE,NA,0,510,0,0,0,0,0,0,0,0,0,0,0,2,0,0,748,0,40,0,0,0,20,1,NA
7879,NA,79,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,NA
7880,14,21,"F","secondary","white","latino","metropolis","employed","full-time","no partner",1,55,"saturday",FALSE,NA,0,720,0,45,0,0,0,0,0,0,510,0,0,0,0,0,60,0,0,0,0,0,60,1,200
7881,NA,56,"M","secondary","white","latino","metropolis","employed","full-time","no partner",0,45,"saturday",FALSE,NA,0,630,0,0,0,0,45,0,0,0,5,0,0,52,0,0,593,0,0,0,0,0,30,0,961.53
7882,NA,42,"F","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,44,"saturday",FALSE,NA,0,360,0,65,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,20,95,0,1551.2
7883,NA,20,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,480,0,30,0,0,0,0,0,0,0,0,0,0,3,0,736,0,73,0,0,0,30,0,729.16
7884,NA,54,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,50,"sunday",FALSE,NA,0,690,0,0,0,90,0,0,0,0,0,0,0,0,65,0,370,0,0,0,0,0,25,0,1485
7885,9,36,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",2,45,"saturday",FALSE,NA,0,695,0,105,270,0,0,20,0,0,0,0,0,0,0,0,215,0,0,0,0,0,20,1,600
7886,NA,55,"M","primary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,625,0,0,325,120,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,20,0,NA
7887,NA,42,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",0,40,"tuesday",FALSE,NA,0,885,0,30,120,0,10,0,0,0,0,0,0,15,0,0,250,0,0,0,0,15,65,0,560
7888,NA,72,"M","primary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,675,0,0,0,0,0,0,0,0,0,0,0,2,0,0,423,0,30,0,0,0,70,0,NA
7889,1,21,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",1,NA,"tuesday",FALSE,NA,245,660,0,0,0,0,0,490,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1,NA
7890,NA,61,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,505,0,45,15,240,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,60,0,NA
7891,16,36,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",1,48,"sunday",FALSE,NA,0,645,0,70,10,0,0,0,0,0,0,0,0,75,0,0,180,0,0,0,60,0,95,1,778
7892,NA,50,"M","tertiary","black","non-latino","metropolis","unemployed",NA,"partner",0,NA,"saturday",FALSE,NA,0,600,0,30,20,150,0,0,0,0,0,0,0,90,0,0,305,0,0,0,0,120,40,0,NA
7893,11,43,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",2,40,"monday",FALSE,NA,250,540,0,100,0,0,0,4,0,0,537,0,0,0,0,0,157,0,0,0,0,0,34,1,1400
7894,NA,74,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,715,0,30,20,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,155,0,25,0,NA
7895,0,33,"F","primary","white","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"thursday",FALSE,NA,419,360,0,24,0,0,0,446,5,0,0,0,0,15,0,0,55,0,0,0,30,30,40,1,NA
7896,4,33,"F","tertiary","asian","non-latino","metropolis","employed","full-time","partner",1,40,"tuesday",FALSE,NA,180,555,0,75,0,0,0,35,0,0,505,0,0,0,0,0,90,0,0,0,0,0,75,1,692.3
7897,NA,57,"M","secondary","black","non-latino","metropolis","employed","half-time","partner",0,NA,"saturday",FALSE,30,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,217.5
7898,3,38,"M","secondary","white","latino","metropolis","unemployed",NA,"partner",3,NA,"tuesday",FALSE,NA,540,480,0,75,5,0,0,315,0,0,0,0,0,30,0,0,295,0,0,0,0,45,30,1,NA
7899,14,15,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",2,NA,"monday",TRUE,NA,0,605,45,65,0,60,0,0,0,0,0,0,0,0,0,0,290,0,120,0,0,0,45,1,NA
7900,NA,57,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,60,"saturday",FALSE,NA,0,330,0,30,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,855,0,1000
7901,9,33,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,40,"monday",FALSE,NA,260,480,0,60,0,0,0,5,0,150,215,0,0,0,0,0,280,0,0,0,0,0,125,1,1153.84
7902,NA,20,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,45,"saturday",FALSE,NA,0,440,0,60,0,0,0,0,0,0,540,0,0,0,0,0,330,0,0,0,0,0,40,0,399
7903,NA,65,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,565,0,0,0,180,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,NA
7904,NA,57,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,670,0,0,90,0,0,0,0,0,0,0,0,10,0,0,310,0,0,0,0,25,20,0,NA
7905,NA,29,"M","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",0,40,"sunday",FALSE,NA,0,480,0,20,5,120,0,0,0,0,63,0,0,45,0,0,225,0,0,0,120,0,40,0,807.69
7906,NA,64,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,450,0,45,0,0,0,0,0,0,525,0,0,0,0,0,295,0,15,0,0,0,70,0,865.38
7907,NA,27,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,42,"thursday",FALSE,NA,0,580,0,0,0,0,0,0,0,0,460,0,0,60,0,0,180,0,0,0,0,0,55,0,1061.53
7908,NA,64,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,NA,"thursday",FALSE,NA,0,442,0,80,15,0,0,0,0,0,755,0,0,4,0,0,30,0,0,0,0,45,29,0,125
7909,12,16,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",2,NA,"sunday",FALSE,NA,0,525,90,60,30,0,0,0,0,0,0,0,0,50,0,0,120,0,0,0,0,0,30,1,34
7910,2,31,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"friday",FALSE,NA,60,465,0,15,0,0,0,30,0,0,10,0,0,0,0,0,60,0,0,0,0,0,20,1,976.4
7911,17,58,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"sunday",FALSE,NA,0,598,0,40,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,60,15,93,1,NA
7912,7,38,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",2,35,"tuesday",FALSE,NA,30,465,0,0,0,0,0,210,0,0,615,0,0,10,0,0,0,0,0,0,0,0,90,1,560
7913,2,60,"F","incomplete primary","white","latino","metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,0,0,630,0,60,360,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,30,0,1,NA
7914,NA,28,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"friday",FALSE,NA,0,530,0,10,0,0,0,0,0,0,510,0,0,0,0,0,120,0,0,0,0,0,120,0,692
7915,7,42,"M","secondary","black","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,NA,650,600,0,70,0,120,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,1,NA
7916,NA,31,"M","tertiary","asian","non-latino","metropolis","employed","full-time","partner",0,40,"monday",TRUE,NA,0,430,0,0,0,0,0,0,0,0,540,0,0,0,0,0,210,0,0,0,0,60,40,0,1269.23
7917,3,33,"M","tertiary","asian","non-latino","metropolis","employed","full-time","partner",1,40,"monday",FALSE,NA,120,500,0,30,0,0,0,30,0,0,458,0,0,5,0,0,215,0,0,0,0,0,82,1,1923.07
7918,NA,79,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,513,0,11,0,20,0,0,0,0,0,0,0,45,0,0,734,0,0,0,0,0,14,0,NA
7919,1,31,"M","primary","white","non-latino","non-metropolis","employed","full-time","partner",3,40,"sunday",FALSE,NA,840,510,0,30,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,240,0,36,1,615.38
7920,NA,53,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,60,0,552,0,75,0,0,0,0,0,0,433,0,0,0,0,0,135,0,0,0,0,30,10,0,692.3
7921,NA,46,"F","tertiary","black","non-latino","metropolis","employed","full-time","partner",0,40,"saturday",FALSE,NA,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,769
7922,13,52,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,45,"sunday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,165,0,0,395,0,40,0,0,0,60,1,2192.3
7923,NA,68,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,505,0,50,80,0,0,0,0,0,0,0,0,10,0,0,250,0,0,0,0,0,30,0,NA
7924,NA,85,"F","primary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,570,0,0,0,15,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,NA
7925,12,50,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"wednesday",FALSE,NA,55,445,0,0,45,15,0,6,0,0,0,0,0,60,0,0,520,0,0,0,0,15,100,1,NA
7926,1,30,"F","secondary","white","latino","metropolis","employed","full-time","partner",1,37,"sunday",FALSE,NA,475,780,0,60,120,0,0,165,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40,1,350
7927,NA,72,"M","secondary","white","latino","metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,600,30,0,0,0,0,0,0,0,0,0,0,120,0,0,510,0,0,0,0,0,10,0,NA
7928,NA,67,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,570,0,0,225,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,NA
7929,16,52,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"sunday",FALSE,NA,0,325,0,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,434,1,150,1,NA
7930,NA,63,"M","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,300,0,30,180,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,30,180,0,NA
7931,NA,27,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,570,0,60,0,0,0,0,0,0,510,0,0,30,0,0,75,0,0,0,0,75,65,0,600
7932,NA,59,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,42,"saturday",FALSE,NA,0,430,0,0,60,60,0,0,0,0,0,0,0,230,0,0,120,0,0,0,0,0,90,0,1097.5
7933,5,34,"M","secondary","white","latino","metropolis","employed","full-time","partner",3,36,"sunday",FALSE,NA,750,540,0,45,0,0,0,20,0,0,0,0,0,0,0,0,490,0,0,0,105,0,45,1,2000
7934,NA,80,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,465,0,0,75,0,0,0,0,0,0,0,0,40,0,0,638,0,0,0,0,32,70,0,NA
7935,NA,40,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,450,0,20,0,0,0,0,0,0,370,0,0,0,0,0,270,0,0,0,0,0,180,0,775
7936,NA,71,"M","secondary","asian","non-latino","metropolis","employed","half-time","partner",0,NA,"sunday",FALSE,120,0,590,0,70,40,0,0,0,0,0,120,0,0,0,0,0,150,0,120,0,0,0,0,0,104
7937,NA,47,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,50,"wednesday",FALSE,NA,0,405,0,30,0,0,0,0,0,0,600,0,0,15,0,0,0,0,0,0,0,0,225,0,1423.07
7938,NA,66,"F","primary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,685,0,90,0,2,0,0,0,0,0,0,0,20,0,0,300,0,0,0,40,0,70,0,NA
7939,NA,49,"M","secondary","white","latino","metropolis","employed","full-time","partner",0,40,"tuesday",FALSE,NA,0,455,0,80,0,60,0,0,0,0,515,0,0,95,0,0,125,0,0,0,0,0,70,0,880
7940,7,44,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,59,"tuesday",FALSE,NA,210,420,0,70,30,0,0,10,40,10,535,0,0,0,0,0,145,0,0,0,0,0,95,1,1500
7941,NA,80,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,620,0,25,190,10,0,0,0,0,0,0,0,0,0,0,308,0,15,0,0,0,40,0,NA
7942,15,51,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,50,"saturday",FALSE,NA,0,368,0,125,0,0,0,0,0,0,0,0,0,30,0,0,50,45,210,0,0,0,463,1,1538.46
7943,NA,80,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,570,0,15,0,0,0,0,0,0,0,0,0,5,0,0,595,0,0,0,0,0,50,0,NA
7944,NA,51,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,370,0,60,0,0,0,0,0,0,495,0,0,0,0,0,120,0,0,180,0,0,65,0,2855.76
7945,NA,36,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,57,"sunday",FALSE,NA,0,390,0,15,0,0,0,0,0,0,60,0,0,15,0,0,430,130,0,0,0,0,265,0,1288.46
7946,0,39,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",3,20,"tuesday",FALSE,NA,173,480,48,33,60,0,0,65,0,0,455,0,0,50,0,0,15,0,60,0,0,25,89,1,500
7947,NA,64,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,675,0,55,0,20,45,0,0,0,0,0,0,90,0,0,360,0,0,0,0,0,30,0,NA
7948,NA,78,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,30,5,0,NA
7949,16,16,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"sunday",FALSE,NA,0,735,0,35,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,45,0,1,NA
7950,NA,53,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,45,"saturday",FALSE,NA,0,540,0,20,0,365,0,0,0,0,0,0,0,60,0,0,75,0,20,0,0,0,85,0,NA
7951,9,38,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",2,56,"sunday",FALSE,NA,480,510,0,50,20,150,0,90,0,0,0,0,0,0,0,0,150,0,5,0,0,0,130,1,NA
7952,14,47,"F","tertiary","white","non-latino","metropolis","unemployed",NA,"partner",2,NA,"sunday",FALSE,NA,0,604,0,0,65,232,0,95,0,25,0,0,0,0,0,0,193,0,45,0,0,0,0,1,NA
7953,NA,48,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,1,0,660,0,35,0,0,0,0,0,0,0,0,0,18,5,0,136,0,45,0,0,10,130,0,NA
7954,NA,68,"M","secondary","black","non-latino","metropolis","employed","full-time","partner",0,40,"wednesday",FALSE,NA,0,330,80,50,0,0,0,0,0,0,450,0,0,25,0,0,225,0,0,0,0,0,140,0,560
7955,NA,80,"F","secondary","white","non-latino","non-metropolis","unemployed",NA,"partner",0,NA,"sunday",FALSE,NA,0,540,0,30,0,0,0,0,0,0,0,0,0,0,0,0,315,60,60,0,0,0,40,0,NA
7956,NA,74,"F","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,410,0,30,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,NA
7957,17,54,"M","tertiary","white","non-latino","non-metropolis","unemployed",NA,"partner",1,NA,"saturday",FALSE,NA,0,405,0,0,60,240,0,60,0,0,0,0,0,0,0,0,235,0,0,0,0,0,20,1,NA
7958,NA,78,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,405,0,31,0,0,5,0,0,0,0,0,0,10,0,0,60,0,0,0,239,0,120,0,NA
7959,NA,42,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,55,"tuesday",FALSE,NA,0,570,0,20,0,0,0,0,0,0,550,0,0,0,0,0,15,0,0,0,0,0,90,0,961.53
7960,NA,68,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,630,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,NA
7961,NA,50,"M","incomplete primary","white","latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,420,90,80,0,0,0,0,0,0,425,0,0,30,0,0,180,0,0,0,0,0,65,0,559
7962,NA,68,"M","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,510,0,60,180,0,0,0,0,0,0,0,0,0,0,0,378,0,0,75,0,0,150,0,NA
7963,NA,66,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,55,"friday",FALSE,NA,0,390,0,45,0,0,0,0,0,0,410,0,0,30,0,0,50,90,0,0,0,0,230,0,1442.3
7964,NA,70,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,660,0,21,0,0,0,0,0,0,0,0,0,0,10,0,624,0,0,0,0,0,0,0,NA
7965,2,28,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"sunday",FALSE,NA,669,721,0,0,0,0,0,20,0,0,0,0,0,90,0,0,90,0,285,0,0,0,24,1,1346
7966,2,29,"M","secondary","white","latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,850,500,0,40,75,0,0,60,0,0,0,0,60,50,0,0,105,0,0,0,0,0,290,1,600
7967,NA,46,"M","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,674,0,3,60,185,0,0,0,0,0,0,0,35,0,0,150,0,0,0,0,210,31,0,2884.61
7968,NA,57,"M","incomplete primary","white","latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,480,0,0,0,0,0,110,0,0,0,0,0,180,0,800
7969,NA,48,"M","secondary","white","non-latino","metropolis","unemployed",NA,"partner",0,NA,"monday",FALSE,NA,0,600,0,0,60,0,0,0,0,0,0,0,0,120,0,0,473,0,0,0,0,0,20,0,NA
7970,14,44,"M","secondary","black","non-latino","non-metropolis","employed","half-time","partner",2,30,"saturday",FALSE,NA,0,408,0,20,260,0,0,87,0,0,0,0,0,15,0,0,420,0,0,0,0,0,70,1,285
7971,0,38,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"thursday",FALSE,NA,40,480,0,40,0,0,0,90,0,0,540,0,0,0,0,0,105,0,0,0,0,0,105,1,932.69
7972,NA,65,"F","primary","white","non-latino","metropolis","employed","half-time","no partner",0,20,"friday",FALSE,NA,0,780,0,90,20,0,0,0,0,0,0,0,0,30,0,0,257,0,0,0,0,15,85,0,205
7973,4,23,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",1,40,"monday",FALSE,NA,70,600,0,120,0,0,0,20,0,0,495,0,0,0,0,0,60,0,0,0,0,0,95,1,692.3
7974,NA,75,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,480,0,0,120,234,60,0,0,0,0,60,0,0,0,0,150,0,0,0,0,0,66,0,NA
7975,NA,68,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,570,0,0,120,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,30,0,0,NA
7976,9,35,"F","secondary","white","latino","metropolis","employed","full-time","no partner",2,40,"thursday",FALSE,NA,90,585,0,60,0,0,0,64,30,0,446,0,0,0,0,0,0,0,0,0,0,0,135,1,1246.15
7977,NA,34,"F","tertiary","asian","non-latino","metropolis","employed","full-time","partner",0,55,"saturday",FALSE,NA,0,590,0,20,0,0,0,0,0,0,120,0,0,15,0,0,120,0,0,0,0,0,270,0,2884.61
7978,NA,63,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,4,"friday",FALSE,NA,0,555,0,75,0,0,0,0,0,0,285,0,0,30,30,0,180,0,0,0,0,0,120,0,60
7979,16,20,"M","secondary","white","non-latino","metropolis","unemployed",NA,"no partner",1,NA,"sunday",FALSE,NA,0,565,0,15,0,0,0,0,0,0,0,0,0,0,0,0,330,0,110,0,0,0,40,1,NA
7980,1,27,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,45,"monday",FALSE,NA,75,485,0,35,0,0,0,105,0,0,490,0,0,0,0,0,100,0,60,0,0,0,90,1,961.53
7981,NA,23,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,44,"saturday",FALSE,NA,0,150,0,70,0,0,0,0,0,0,120,0,0,1,0,0,595,0,215,0,0,0,148,0,754.6
7982,NA,56,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"tuesday",FALSE,NA,0,480,0,0,10,0,0,0,0,0,475,0,0,5,0,0,375,0,10,0,0,0,10,0,2115.38
7983,17,53,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,0,450,0,50,75,5,0,0,0,0,0,0,0,5,0,0,248,0,0,0,0,0,32,1,1000
7984,NA,80,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,510,0,10,107,0,0,0,0,0,0,0,0,35,0,0,520,0,0,0,0,4,0,0,NA
7985,11,38,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",2,40,"wednesday",FALSE,NA,258,465,0,40,15,0,0,10,10,0,481,0,0,0,0,0,122,0,15,0,0,0,70,1,788.46
7986,NA,51,"M","tertiary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,390,0,0,60,90,0,0,0,0,0,0,0,70,15,0,180,0,0,0,0,0,81,0,NA
7987,NA,60,"M","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,NA
7988,NA,80,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,128,0,540,0,20,10,0,0,0,0,0,0,0,0,145,0,0,210,60,0,0,0,0,145,0,NA
7989,NA,69,"M","tertiary","white","non-latino","non-metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,554.8
7990,2,34,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",2,52,"sunday",FALSE,NA,225,660,0,0,60,0,0,30,0,0,0,0,0,0,0,0,60,0,0,0,200,0,20,1,384
7991,NA,52,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",0,60,"thursday",FALSE,NA,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,90,0,0,0,0,0,1284
7992,NA,59,"M","tertiary","white","non-latino","metropolis","employed","half-time","partner",0,NA,"tuesday",FALSE,NA,0,575,0,30,60,60,0,0,0,0,0,0,0,15,0,0,408,0,37,0,20,0,0,0,227.5
7993,1,43,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",3,NA,"saturday",FALSE,NA,595,630,0,20,0,0,0,125,0,0,0,0,0,30,0,0,425,0,0,0,0,0,20,1,NA
7994,NA,30,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,38,"saturday",FALSE,NA,0,530,0,155,0,0,0,0,0,0,0,0,0,20,0,0,0,150,0,0,0,0,161,0,1115.38
7995,NA,63,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,600,0,10,0,150,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,10,0,NA
7996,1,44,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"sunday",FALSE,NA,250,660,0,0,0,0,0,375,0,0,0,0,0,0,0,0,195,0,0,0,0,0,20,1,1538.46
7997,5,29,"F","secondary","white","latino","metropolis","employed","half-time","no partner",2,30,"saturday",FALSE,NA,0,780,0,30,0,0,0,0,0,0,420,0,0,0,0,0,120,0,0,0,0,0,90,1,325
7998,10,29,"F","secondary","white","latino","metropolis","unemployed",NA,"no partner",1,NA,"thursday",FALSE,243,126,496,0,30,130,0,0,43,10,0,0,0,0,202,0,0,65,0,0,0,0,1,222,1,NA
7999,NA,56,"M","secondary","white","non-latino","metropolis","unemployed",NA,"partner",0,NA,"monday",FALSE,NA,0,570,25,60,20,120,0,0,0,0,0,0,0,115,0,0,160,0,0,0,0,0,130,0,NA
8000,NA,30,"M","tertiary","white","latino","metropolis","employed","full-time","no partner",0,38,"saturday",FALSE,NA,0,375,0,130,0,0,0,0,0,0,50,0,0,5,0,0,60,240,0,0,0,0,160,0,323.07
8001,6,28,"F","secondary","white","latino","metropolis","not in the labor force",NA,"partner",1,NA,"monday",FALSE,NA,375,420,0,30,360,0,240,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,107,1,NA
8002,NA,52,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,570,0,20,95,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,125,0,20,0,NA
8003,NA,28,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"wednesday",FALSE,NA,0,478,0,55,0,0,0,0,0,0,487,0,0,10,0,0,143,0,45,0,0,0,34,0,884.61
8004,NA,69,"F","primary","white","latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,470,0,60,0,0,0,0,0,0,0,0,0,0,0,0,220,375,0,0,0,0,210,0,NA
